pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,copyrights,doi,publication_date,authors
40080571,Direct sensing of dietary ω-6 linoleic acid through FABP5-mTORC1 signaling.,,"Science (New York, N.Y.)","Diet influences macronutrient availability to cells, and although mechanisms of sensing dietary glucose and amino acids are well characterized, less is known about sensing lipids. We defined a nutrient signaling mechanism involving fatty acid-binding protein 5 (FABP5) and mechanistic target of rapamycin complex 1 (mTORC1) that is activated by the essential polyunsaturated fatty acid (PUFA) ω-6 linoleic acid (LA). FABP5 directly bound to the regulatory-associated protein of mTOR (Raptor) to enhance formation of functional mTORC1 and substrate binding, ultimately converging on increased mTOR signaling and proliferation. The amounts of FABP5 protein were increased in tumors and serum from triple-negative compared with those from receptor-positive breast cancer patients, which highlights its potential role as a biomarker that mediates cellular responses to ω-6 LA intake in this disease subtype.",,,,,10.1126/science.adm9805,2025-03-14,"Nikos Koundouros, Michal J Nagiec, Nayah Bullen, Evan K Noch, Guillermo Burgos-Barragan, Zhongchi Li, Long He, Sungyun Cho, Bobak Parang, Dominique Leone, Eleni Andreopoulou, John Blenis"
40079376,Male Breast Cancer in Portugal: A Descriptive Analysis of a 20-Year Cohort.,"Breast neoplasm, HER2 protein, hormone receptors, male breast cancer, mastectomy, survival analysis",European journal of breast health,"Male breast cancer (MBC) is a rare malignancy, representing less than 1% of all breast cancer cases. Despite the rising incidence, MBC research remains limited, with most data extrapolated from female breast cancer (FBC). This study evaluated the clinicopathological features, treatment strategies, and survival outcomes of MBC patients in Portugal over two decades.
A retrospective analysis of MBC cases from the Portuguese National Oncology registry (2001-2021) was conducted. Clinicopathological features, therapeutic strategies, and overall survival (OS) were assessed across three disease categories: localized, locally advanced, and metastatic. Hormone receptor status, human epidermal growth factor receptor 2 (HER2) expression, and Ki-67 index were recorded, and survival was estimated using Kaplan-Meier methods.
A total of 620 MBC cases were included with median age at diagnosis 68 years (interquartile range: 60-77). Localized disease accounted for 60.3% of the cases, locally advanced for 24.5%, and metastatic 15.2%. Most tumours were invasive carcinoma of no special type (86%), and hormone receptor-positive (estrogen receptor: 96.6%; progesterone receptor: 85.6%). HER2 -disease was noted in 11.6% of cases and triple-negative in 1.6%. Mastectomy was the primary surgical intervention while tamoxifen was the most widely used adjuvant endocrine therapy-exemestane therapy (A-ET). ET was the most prescribed first-line therapy. Median OS was 86 months for localized, 70 months for locally advanced, and 41 months for metastatic disease.
This study highlights the unique challenges of MBC, including late-stage diagnoses and reliance on FBC-derived protocols. Findings suggest an urgent need for male-specific clinical trials and molecular research to optimise treatment and outcome. In Portugal increased awareness and early detection initiatives will be important to advance MBC care.",,"A total of 620 MBC cases were included with median age at diagnosis 68 years (interquartile range: 60-77). Localized disease accounted for 60.3% of the cases, locally advanced for 24.5%, and metastatic 15.2%. Most tumours were invasive carcinoma of no special type (86%), and hormone receptor-positive (estrogen receptor: 96.6%; progesterone receptor: 85.6%). HER2 -disease was noted in 11.6% of cases and triple-negative in 1.6%. Mastectomy was the primary surgical intervention while tamoxifen was the most widely used adjuvant endocrine therapy-exemestane therapy (A-ET). ET was the most prescribed first-line therapy. Median OS was 86 months for localized, 70 months for locally advanced, and 41 months for metastatic disease.","This study highlights the unique challenges of MBC, including late-stage diagnoses and reliance on FBC-derived protocols. Findings suggest an urgent need for male-specific clinical trials and molecular research to optimise treatment and outcome. In Portugal increased awareness and early detection initiatives will be important to advance MBC care.",,10.4274/ejbh.galenos.2025.2025-2-2,2025-03-13,"Maria Alexandra Montenegro, Tiago Dias Domingues, Teresa Mota Garcia, Rita Quaresma Ferreira, Ivánia Tavares Furtado, Rui Escaleira, Filipa R Verdasca, Diana Cardoso Simão, Leonor Fernandes, Sónia Duarte Oliveira"
40078339,Isoflavones: Promising Natural Agent for Cancer Prevention and Treatment.,"alternative medicine, anticancer properties, apoptosis, cell proliferation, isoflavone, phytochemicals, signal transduction pathways",Food science & nutrition,"Isoflavones are currently being investigated by researchers in order to demonstrate their ability to prevent the proliferation of cancer cells. The current review aimed to demonstrate the potential of isoflavones to eliminate cancerous cells in the stomach, liver, lung, breast, and prostate, as their anticancer properties are due to the ability to block the signaling pathways of the extracellular signal-controlled kinase (MAPK/ERK) and proteasome (PI3K/AKT/mTOR). Isoflavones can inhibit the cell division of various cancer cells. Isoflavones can block the androgen receptor (AR), a protein that is required for the growth and dissemination of prostate cancer. It initiates the caspase cascade and obstructs the production of new proteins to eliminate lung cancer cells. These inhibit colon cancer cells by entering their G2/M cell cycle phase and inducing apoptosis. These are also known to inhibit the production of cyclin-dependent kinase 2 and cyclin B1, two proteins that are related to an enhanced risk of colon cancer. These suppress the breakdown of cyclin B1 and CDK2 to stop the development of cancer. Preclinical evidence consistently supports the efficacy of isoflavones in suppressing tumor growth; however, human clinical trials show variability due to differences in bioavailability, metabolism, and dosage. Despite their promise as alternative or adjunctive cancer therapies, limitations such as low solubility, interindividual metabolic variations, and inconsistent clinical outcomes necessitate further large-scale, controlled trials. Future research should focus on improving bioavailability and exploring synergistic effects with conventional therapies.",,,,© 2025 The Author(s). Food Science & Nutrition published by Wiley Periodicals LLC.,10.1002/fsn3.70091,2025-03-13,"Muhammad Hammad Ul Hassan, Muhammad Shahbaz, Muhammad Imran, Ushna Momal, Hammad Naeem, Ahmed Mujtaba, Muzzamal Hussain, Muhammad Junaid Anwar, Suliman A Alsagaby, Waleed Al Abdulmonem, Tadesse Fenta Yehuala, Mohamed A Abdelgawad, Ahmed H El-Ghorab, Samy Selim, Ehab M Mostafa"
40075731,Efficiency of Fulvestrant Monotherapy After CDK4/6 Inhibitor Exposure: Is This a Viable Choice?,"antibody-drug conjugates (ADCs), breast cancer, cyclin-dependent kinase 4 and 6 inhibitor (CDK4/6 inhibitor), fulvestrant, protein kinase inhibitors, ribosomal protein S6 kinase 2 (RSK2)",Cancers,"Guidelines for the first-line treatment of Hormone Receptor-positive, HER2-negative advanced or recurrent breast cancer have shifted to combination therapies of a CDK4/6 inhibitor and endocrine therapy. However, determining an optimal subsequent therapy following CDK4/6 inhibitor progression remains challenging, especially for tumors lacking actionable mutations. Real-world data suggest that fulvestrant monotherapy is frequently selected in this post-CDK4/6 inhibitor setting. This review examines its therapeutic potential in this evolving landscape. A systematic literature search using PubMed and ClinicalTrials.gov identified 153 clinical trials published between 2017 and November 2024, from which ten studies met our strict inclusion criteria, focusing solely on fulvestrant monotherapy. These trials encompassed 1038 patients who had prior exposure to CDK4/6 inhibitors. The selected studies were categorized into three groups: monotherapy trials (EMERALD, SERENA-2, AMEERA-3, and ELAINE-1), combination therapy trials (CAPItello-291 and VERONICA), and CDK4/6 inhibitor rechallenge trials (post-MONARCH, PACE, PALMIRA, and MAINTAIN). The median progression-free survival for fulvestrant monotherapy was 3.18 months (range 1.9-5.3 months). Factors affecting the efficacy of fulvestrant monotherapy in second-line therapy include prior treatments, treatment duration, and genetic mutations. Given that the efficacy of fulvestrant was short-lived in the second or subsequent lines, participating in clinical trials is a vital option until a novel alternative treatment choice becomes available.",,,,,10.3390/cancers17050884,2025-03-13,"Nanae Ogata, Brian G Barnett, Nicholas J H Sharp, Takeo Fujii, Toshiaki Iwase, Sandra E Dunn, Naoto T Ueno"
40075623,"Cyclin-Dependent Kinase Inhibition in Prostate Cancer: Past, Present, and Future.","cell-cycle inhibitors, cyclin-dependent kinase 4/6 inhibitors, prostate cancer, targeted therapy",Cancers,"Despite significant progress, prostate cancer remains a leading cause of death. Cyclin-dependent kinase (CDK) 4/6 inhibitors, which are already approved for the treatment of hormone receptor-positive breast cancer, are undergoing extensive testing as monotherapy and in various combinations as a potentially valuable treatment modality in prostate cancer patients. Thus far, a limited number of these studies have published results, which have been largely disappointing.
In this review, we describe the biologic rationale for the use of CDK4/6 inhibitors in prostate cancer, the existing clinical data describing their use in prostate cancer, and ongoing clinical trials of CDK4/6 inhibitors as monotherapy and in combination for the treatment of prostate cancer. In particular, we focus on possible resistance mechanisms that may be particularly relevant in prostate cancer patients, leading to de novo and acquired resistance, and we highlight novel strategies that can overcome this resistance.
Current clinical trials are actively working to (1) refine the role of CDK4/6 inhibitors in prostate cancer patients; (2) develop new inhibitors of other cell-cycle targets, such as CDK2 and CDK7; and (3) explore novel combination therapies with inhibitors of other relevant pathways, such as PI3K or MAPK. Further genomic subtyping of advanced prostate cancer will likely shed light on the subsets of patients most likely to benefit from cell-cycle-targeted agents.",,,,,10.3390/cancers17050774,2025-03-13,"Matthew Siskin, Minas P Economides, David R Wise"
40075351,IP6K2 mutations as a novel mechanism of resistance to oncolytic virus therapy.,"Cancer treatments, HSV-1 oncolytic virus, Inositol hexakisphosphate kinase 2, Resistance",Journal of translational medicine,"Oncolytic virus therapy (OVT) represents a promising frontier in cancer treatment. Despite its efficacy in clinical trials, variability in patient response, particularly resistance development, highlights the need for tailored therapeutic strategies.
The Inositol Hexakisphosphate Kinase 2 (IP6K2) gene knock out was carried by CRISPR/Cas9 system. The evaluation of biomarkers of apoptosis and relevant pathways was conducted to be assessed. Attachment assay was conducted to verify the binding ability of virus to the host cells. Cell proliferation and apoptosis was assessed. Subcutaneous xenograft model was used to evaluate IP6K2 knock out influence in vivo. cBioPortal and TCGA database were applied to analyze genomic alterations in pan-cancer.
IP6K2 was essential for effective Herpes Simplex Virus Type1 (HSV-1) replication and subsequent cell apoptosis, acting through the tumor Protein p53 (p53) and Cyclin-Dependent Kinase Inhibitor 1 A (p21) signaling axis. The tumor model demonstrated that tumors lacking IP6K2 exhibited resistance to HSV-1 oncolysis, resulting in diminished therapeutic outcomes. Analysis of cBioPortal and TCGA databases corroborated the potential resistance stemming from IP6K2 mutations across various cancer types, underscoring the necessity for pre-treatment IP6K2 status assessment.
This study underscores the role of IP6K2 as potential markers of resistance, which opens avenues for precision medicine approaches in OVT.",,"IP6K2 was essential for effective Herpes Simplex Virus Type1 (HSV-1) replication and subsequent cell apoptosis, acting through the tumor Protein p53 (p53) and Cyclin-Dependent Kinase Inhibitor 1 A (p21) signaling axis. The tumor model demonstrated that tumors lacking IP6K2 exhibited resistance to HSV-1 oncolysis, resulting in diminished therapeutic outcomes. Analysis of cBioPortal and TCGA databases corroborated the potential resistance stemming from IP6K2 mutations across various cancer types, underscoring the necessity for pre-treatment IP6K2 status assessment.",,© 2025. The Author(s).,10.1186/s12967-025-06265-0,2025-03-13,"Zhijian Huang, Xiangqian Zhao, Zirong Jiang, Xiaoting Qiu, Xinhao Sun, Dawei Wang, Hucheng Zhang, Qi Chen, Ruirong Tan, Yangkun Shen"
40073395,"Efficacy of a Supervised Exercise Program on Pain, Physical Function, and Quality of Life in Patients With Breast Cancer: Protocol for a Randomized Clinical Trial.","breast cancer, efficacy, exercise, fatigue, loss of muscle, muscle strength, pain, patients with cancer, physical exercise, physical function, protocol, quality of life, randomized clinical trial",JMIR research protocols,"Breast cancer is the second most common cancer in women worldwide. Treatments for this disease often result in side effects such as pain, fatigue, loss of muscle mass, and reduced quality of life. Physical exercise has been shown to effectively mitigate these side effects and improve the quality of life in patients with breast cancer.
This randomized clinical trial aims to evaluate the efficacy of a 12-week supervised exercise program on pain, physical function, and quality of life in female patients with cancer.
This randomized, double-blind clinical trial will recruit 325 participants, divided into an intervention group receiving the exercise program and a control group receiving standard care recommendations. Outcome measures, including pain (assessed via the Brief Pain Inventory), physical function (Disability of the Arm, Shoulder, and Hand Questionnaire), and quality of life (European Organization for Research and Treatment of Cancer QLQ-C30 and European Organization for Research and Treatment of Cancer QLQ-BR23), will be evaluated at baseline, immediately post intervention, and 12 weeks post intervention. Statistical analysis will involve repeated measures of ANOVA and MANOVA to determine the significance of the intervention's effects across time points.
Recruitment and data collection will commence in February of 2025, and data analysis is scheduled for completion at the end of 2025. No results are currently available.
Physical exercise is anticipated to play a significant role in alleviating pain, enhancing physical function, and improving the quality of life in female patients with cancer. This study will provide robust evidence to support the integration of supervised exercise into standard care protocols for this population.
ClinicalTrials.gov NCT06618690; https://clinicaltrials.gov/ct2/show/NCT06618690.
PRR1-10.2196/63891.",,"Recruitment and data collection will commence in February of 2025, and data analysis is scheduled for completion at the end of 2025. No results are currently available.",,"©Jennifer García-Molina, Olalla Saiz-Vázquez, Montserrat Santamaría-Vázquez, Juan Hilario Ortiz-Huerta. Originally published in JMIR Research Protocols (https://www.researchprotocols.org), 12.03.2025.",10.2196/63891,2025-03-12,"Jennifer García-Molina, Olalla Saiz-Vázquez, Montserrat Santamaría-Vázquez, Juan Hilario Ortiz-Huerta"
40072085,"Interleukin 24 Promotes Mitochondrial Dysfunction, Glucose Regulation, and Apoptosis by Inactivating Glycogen Synthase Kinase 3 Beta in Human Prostate Cancer Cells.","Interleukin 24, apoptosis, glucose, glycogen synthase kinase-3 beta, metabolism, mitochondria dysfunction, p38 MAPK, prostate cancer, protein kinase A",Cells,"Interleukin 24 (IL-24) is a tumor-suppressing protein currently in clinical trials. We previously demonstrated that IL-24 leads to apoptosis in cancer cells through protein kinase A (PKA) activation in human breast cancer cells. To better understand the mechanism by which IL-24 induces apoptosis, we analyzed the role of glycogen synthase kinase-3 beta (GSK3β), a highly conserved serine/threonine kinase in cancer cells and a downstream target of PKA. Our studies show for the first time that GSK3β is inhibited following IL-24 treatment in human prostate cancer cells. We showed that the inhibition of GSK3β is mediated through PKA activation triggered by IL-24. IL-24 decreases the phosphorylation of glycogen synthase, substantially activating glycogen synthase and decreasing intracellular glucose levels. Notably, the expression of a constitutively active form of GSK3β abolishes the effect of IL-24. These results demonstrate a previously unrecognized role of IL-24 in apoptosis mediated through GSK3β regulation and its possible implications for metabolic stress, mitochondria dysfunction, and apoptosis. Future studies should precisely delineate the most effective combinations of IL-24 as a GSK3β inhibitor with cytotoxic agents for prostate and other cancers. GSK3β inhibition disrupts average glucose utilization in cancer cells, potentially creating metabolic stress that could be exploited therapeutically.",,,,,10.3390/cells14050357,2025-03-12,"Anastassiya Kim, Sual Lopez, Simira Smith, Alphons Sony, Jennifer Abreu, Columba de la Parra, Moira Sauane"
40072060,One Month of Brief Weekly Magnetic Field Therapy Enhances the Anticancer Potential of Female Human Sera: Randomized Double-Blind Pilot Study.,"angiogenesis, breast cancer, epithelial–mesenchymal transition, metastasis, peripheral artery disease, soluble biomarkers",Cells,"Preclinical studies have shown that the blood from female mice exposed weekly to magnetic fields inhibited breast cancer growth. This double-blind randomized controlled trial investigated whether analogous magnetic therapy could produce similar anticancer sera from human subjects. Twenty-six healthy adult females (ages 30-45) were assigned to either a magnetic therapy group, receiving twice weekly 1 mT magnetic exposures (10 min/session) for 4 weeks, or a control group, who underwent identical sham exposure. Blood sera were evaluated for their capacity to modulate breast cancer-related cellular responses and epithelial-mesenchymal transition. The sera from the magnetic therapy group subjects exhibited significant anticancer effects that were strongest one month after the last magnetic exposure, whereas the sera from unexposed females or unexposed or exposed males showed no effect. Female sera from the magnetic therapy group (",,,,,10.3390/cells14050331,2025-03-12,"Jan Nikolas Iversen, Yee Kit Tai, Jasmine Lye Yee Yap, Rafhanah Banu Binte Abdul Razar, Viresh Krishnan Sukumar, Kwan Yu Wu, Melissa Gaik-Ming Ooi, Marek Kukumberg, Sabrina Adam, Abdul Jalil Rufaihah, Alfredo Franco-Obregón"
40071356,Effects of Mindfulness Therapy on Breast Cancer Patients with Depression or Anxiety: A Systematic Review and Meta-analysis.,,Actas espanolas de psiquiatria,"Breast cancer (BC) is the most common malignant tumor threatening women's health globally, with rising incidence rates and significant psychological impacts, particularly in China, where the prevalence of depressive and anxious mood disorders among BC patients is notably higher than the global average. To evaluate the effect of mindfulness therapy on anxiety and depressive symptoms in breast cancer patients, as psychological distress significantly affects their quality of life and often persists despite medical treatment.
A computerized search of Web of Science, PubMed, ScienceDirect, Cochrane Library, and Embase databases was conducted for randomized controlled trials involving the effects of positive thinking interventions on anxiety and depressive symptoms in breast cancer patients. The search was conducted from the time of database construction to December 2023. Two researchers completed literature screening, data extraction, and quality assessment, and then analyzed using RevMan 5.4 software.
A total of 15 studies involving 1823 patients were included. Meta-analysis results demonstrated that anxiety scores [mean difference (MD) = -0.67, 95% CI (-1.05, -0.29), p = 0.0005] and depression scores [MD = -2.26, 95% CI (-2.91, -1.61), p < 0.00001] were lower in the positive mindfulness intervention group than in the control group after the intervention, and the difference was statistically significant. Meanwhile, the follow-up time (>8 weeks vs ≤8 weeks) had little effect on the improvement of patients' depression and anxiety scores. The distribution of studies was unsymmetrical, and there was a certain degree of publication bias.
This study provides scientific evidence and practical guidance for psychological care in breast cancer patients, supporting the effectiveness of mindfulness-based interventions (excluding mindfulness-based cognitive therapy (MBCT)) in alleviating anxiety and depression. Future research should focus on high-quality randomized controlled trials to confirm and expand these findings and explore more effective intervention strategies.",,"A total of 15 studies involving 1823 patients were included. Meta-analysis results demonstrated that anxiety scores [mean difference (MD) = -0.67, 95% CI (-1.05, -0.29), p = 0.0005] and depression scores [MD = -2.26, 95% CI (-2.91, -1.61), p < 0.00001] were lower in the positive mindfulness intervention group than in the control group after the intervention, and the difference was statistically significant. Meanwhile, the follow-up time (>8 weeks vs ≤8 weeks) had little effect on the improvement of patients' depression and anxiety scores. The distribution of studies was unsymmetrical, and there was a certain degree of publication bias.","This study provides scientific evidence and practical guidance for psychological care in breast cancer patients, supporting the effectiveness of mindfulness-based interventions (excluding mindfulness-based cognitive therapy (MBCT)) in alleviating anxiety and depression. Future research should focus on high-quality randomized controlled trials to confirm and expand these findings and explore more effective intervention strategies.",,10.62641/aep.v53i2.1949,2025-03-12,"Jingjing Yan, Fenhua Wang, Xianghua Yu"
