NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Sponsor,Sponsor Type,Disease
NCT03143998,Unknown,WITHDRAWN,2018-02-12,Hepatitis C,MK-5172A,No locations listed,2019-01-12,2017-05-08,2017-11-09,INTERVENTIONAL,PHASE4,Merck Sharp & Dohme LLC,INDUSTRY,hepatitis
NCT05616598,Unknown,COMPLETED,2022-03-01,"Male Infertility, HCV",Sofosbuvir +daclatasvir+ simeprevir+Ribavirin,"Al Qalyūbīyah - Egypt, Banhā - Egypt",2022-11-25,2022-11-15,2023-02-08,INTERVENTIONAL,PHASE3,Benha University,OTHER,hepatitis
NCT02995005,Unknown,COMPLETED,2018-05-24,Hepatitis B,Tenofovir Disoproxil Fumarate,Mae Sot - Thailand,2023-01-31,2016-12-16,2023-02-06,INTERVENTIONAL,PHASE2,Johns Hopkins Bloomberg School of Public Health,OTHER,hepatitis
NCT00209898,PEGPRI,TERMINATED,2003-08,Chronic Hepatitis C,Fast initiation procedure,Bergen - Norway,2009-01,2005-09-21,2015-03-20,INTERVENTIONAL,PHASE4,Haukeland University Hospital,OTHER,hepatitis
NCT02806505,Unknown,COMPLETED,2004-06,"Hepatitis C, Chronic",Peginterferon alfa-2a,"Graz - Austria, Wien - Austria, Brasilia - Brazil, Porto Alegre - Brazil, Sao Jose Rio Preto - Brazil, Sao Luis - Brazil, Sao Paulo - Brazil, Creteil - France, Le Kremlin-bicetre - France, Marseille - France, Paris - France, Strasbourg - France, Toulouse - France, Athens - Greece, Nikea - Greece, Medan - Indonesia, Cagliari - Italy, Istanbul - Turkey, Istanbul - Turkey, Istanbul - Turkey, Izmir - Turkey, Abu Dhabi - United Arab Emirates",2007-08,2016-06-20,2016-10-31,INTERVENTIONAL,PHASE3,Hoffmann-La Roche,INDUSTRY,hepatitis
NCT01138098,Unknown,COMPLETED,2010-06-07,Hepatitis B,Engerix™-B,"Banska Bystrica - Slovakia, Dolny Kubin - Slovakia, Dubnica Nad Vahom - Slovakia, Martin - Slovakia, Nitra - Slovakia, Nova Dubnica - Slovakia, Nove Zamky - Slovakia, Puchov - Slovakia, Roznava - Slovakia, Trebisov - Slovakia, Zlate Moravce - Slovakia",2010-11-26,2010-06-07,2018-08-20,INTERVENTIONAL,PHASE4,GlaxoSmithKline,INDUSTRY,hepatitis
NCT03813498,Unknown,UNKNOWN,2019-01,Hepatitis C,"HCV articles, general health articles",No locations listed,2019-11,2019-01-23,2019-01-23,INTERVENTIONAL,NA,China Liver Health,OTHER,hepatitis
NCT05152498,Unknown,UNKNOWN,2021-01-01,Hepatocellular Carcinoma,Fu Zheng Jie Du Hua Yu therapy,Beijing - China,2023-12-31,2021-12-09,2021-12-09,INTERVENTIONAL,PHASE1,Beijing Ditan Hospital,OTHER,hepatitis
NCT01182298,LATHCV,TERMINATED,2010-07,"Hepatitis C, HIV",No interventions listed,Bethesda - United States,2013-03,2010-08-16,2019-09-24,OBSERVATIONAL,Not Available,National Institute of Allergy and Infectious Diseases (NIAID),NIH,hepatitis
NCT02391805,Unknown,COMPLETED,2015-05-17,"Hepatitis B, Chronic","Entecavir, Placebo, RO6864018, Tenofovir","Hong Kong - Hong Kong, N.t. - Hong Kong, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Ampang - Malaysia, Batu Caves - Malaysia, Kuala Lumpur - Malaysia, Grafton - New Zealand, Hamilton - New Zealand, Singapore - Singapore, Kaohsiung - Taiwan, Taipei City - Taiwan, Taipei - Taiwan",2017-10-16,2015-03-18,2018-06-06,INTERVENTIONAL,PHASE2,Hoffmann-La Roche,INDUSTRY,hepatitis
NCT00698087,Unknown,COMPLETED,1995-01,Hepatitis B,"MPL-Adjuvanted recombinant hepatitis B vaccine, Engerix™-B",Vienna - Austria,1996-02,2008-06-16,2008-06-16,INTERVENTIONAL,PHASE3,GlaxoSmithKline,INDUSTRY,hepatitis
NCT00354653,Unknown,COMPLETED,2002-02-09,CHRONIC HEPATITIS B,LAMIVUDINE,"Tehran - Iran, Islamic Republic of",2007-01-23,2006-07-20,2020-03-03,INTERVENTIONAL,PHASE4,ViiV Healthcare,INDUSTRY,hepatitis
NCT03491553,Unknown,COMPLETED,2018-04-06,Chronic Hepatitis B,"Selgantolimod, Placebo, Hepatitis B virus (HBV) OAV Therapy","Baltimore - United States, Auckland - New Zealand",2019-03-22,2018-04-09,2021-08-19,INTERVENTIONAL,PHASE2,Gilead Sciences,INDUSTRY,hepatitis
NCT03886077,SHERPA,RECRUITING,2019-03-20,"Coronary Artery Disease, Morality",glecaprevir/pibrentasivir,Norfolk - United States,2024-12-20,2019-03-22,2024-04-19,OBSERVATIONAL,Not Available,Sentara Norfolk General Hospital,OTHER,hepatitis
NCT00686777,Unknown,COMPLETED,2008-01,"Hepatitis C, Chronic","Pegylated Interferon alfa-2b, Ribavirin",No locations listed,2010-12,2008-05-30,2017-04-07,INTERVENTIONAL,PHASE4,Merck Sharp & Dohme LLC,INDUSTRY,hepatitis
NCT02186977,POC_VAX-ID,COMPLETED,2016-03,Hepatitis B,"VAX-ID, 1.0 cc HBVAXPRO 10mcgr/ml (Sanofi Pasteur MSD), 0.1cc HBVAXPRO 40mcgr/ml (Sanofi Pasteur MSD)",Wilrijk - Belgium,2016-12,2014-07-10,2017-03-28,INTERVENTIONAL,PHASE1,Novosanis NV,INDUSTRY,hepatitis
NCT02950077,Unknown,COMPLETED,2017-04-14,Autoimmune Hepatitis,mindfulness based stress reduction,New Haven - United States,2018-04-14,2016-10-31,2020-07-02,INTERVENTIONAL,NA,Yale University,OTHER,hepatitis
NCT04437277,DeViCHO,COMPLETED,2019-11-22,Hepatitis C,"Hepatitis C, serology",Marseille - France,2021-11-30,2020-06-18,2022-01-11,INTERVENTIONAL,NA,"Hospital St. Joseph, Marseille, France",OTHER,hepatitis
NCT00230477,Unknown,COMPLETED,2003-04,Hepatitis B,"Hepsera, Hepsera and lamivudine",Seattle - United States,Unknown Date,2005-09-30,2007-11-15,INTERVENTIONAL,PHASE4,University of Washington,OTHER,hepatitis
NCT00127777,Unknown,UNKNOWN,2002-07,"Hepatitis C, Chronic",Amantadine sulphate (in addition to standard treatment),No locations listed,Unknown Date,2005-08-08,2005-08-25,INTERVENTIONAL,PHASE4,"University Hospital, Saarland",OTHER,hepatitis
NCT03654677,Unknown,COMPLETED,2017-09-19,Hepatitis A Vaccine,"inactivated hepatitis A vaccine, Havrix Inj","Seoul - Korea, Republic of, Incheon - Korea, Republic of, Uijeongbu - Korea, Republic of, Bucheon - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Bucheon - Korea, Republic of, Ilsan - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of",2018-10-12,2018-08-31,2020-03-23,INTERVENTIONAL,PHASE3,"Boryung Pharmaceutical Co., Ltd",INDUSTRY,hepatitis
NCT02652377,Unknown,COMPLETED,2016-01-10,Hepatitis C,"EDP-494, Placebo",Auckland - New Zealand,2016-12-27,2016-01-11,2017-01-23,INTERVENTIONAL,PHASE1,"Enanta Pharmaceuticals, Inc",INDUSTRY,hepatitis
NCT00394277,Unknown,COMPLETED,2007-02,"Hepatitis C, Chronic","peginterferon alfa-2a, Ribavirin, peginterferon alfa-2a, Ribavirin","Birmingham - United States, Huntsville - United States, Anchorage - United States, Phoenix - United States, Fresno - United States, La Jolla - United States, Lancaster - United States, Los Angeles - United States, Los Angeles - United States, Sacramento - United States, San Diego - United States, San Diego - United States, San Diego - United States, San Diego - United States, San Luis Obispo - United States, San Marcos - United States, Ventura - United States, Aurora - United States, Englewood - United States, Washington - United States, Washington - United States, Jacksonville - United States, Jacksonville - United States, Miami - United States, North Miami Beach - United States, Sarasota - United States, Atlanta - United States, Austell - United States, Marietta - United States, Honolulu - United States, Chicago - United States, Chicago - United States, Winfield - United States, Indianapolis - United States, Des Moines - United States, Iowa City - United States, Iowa City - United States, Louisville - United States, Baton Rouge - United States, New Orleans - United States, Boston - United States, Worcester - United States, Detroit - United States, Ypsilanti - United States, Plymouth - United States, Kansas City - United States, St Louis - United States, St Louis - United States, Lebanon - United States, Egg Harbour Township - United States, Vineland - United States, Bronx - United States, Manhasset - United States, New York - United States, New York - United States, Rochester - United States, Williamsville - United States, Yonkers - United States, Asheville - United States, Chapel Hill - United States, Fayetteville - United States, Cincinnati - United States, Cleveland - United States, Cleveland - United States, Tulsa - United States, Medford - United States, Lancaster - United States, Philadelphia - United States, Philadelphia - United States, Pittsburgh - United States, Cranston - United States, Providence - United States, Columbia - United States, Germantown - United States, West Nashville - United States, Dallas - United States, Dallas - United States, Dallas - United States, Fort Sam Houston - United States, Houston - United States, Salt Lake City - United States, Annandale - United States, Charlottesville - United States, Chesapeake - United States, Fairfax - United States, Richmond - United States, Seattle - United States, Tacoma - United States, Vancouver - United States, Casper - United States, Cheyenne - United States, Bruxelles - Belgium, Bruxelles - Belgium, Bruxelles - Belgium, Bruxelles - Belgium, Gent - Belgium, Leuven - Belgium, Caixa - Brazil, Campinas - Brazil, Juiz de Fora - Brazil, Porto Alegre - Brazil, Porto Alegre - Brazil, Salvador - Brazil, Sao Jose Do Rio Preto - Brazil, Sao Paulo - Brazil, Edmonton - Canada, Vancouver - Canada, Winnipeg - Canada, Halifax - Canada, London - Canada, Ottawa - Canada, Toronto - Canada, Toronto - Canada, Toronto - Canada, Montreal - Canada, Kolding - Denmark, Odense - Denmark, Clermont-ferrand - France, Clichy - France, Lille - France, Lyon - France, Rouen - France, Strasbourg - France, Berlin - Germany, Bonn - Germany, Düsseldorf - Germany, Frankfurt Am Main - Germany, Freiburg - Germany, Giessen - Germany, Hamburg - Germany, Hannover - Germany, Heidelberg - Germany, Kiel - Germany, Köln - Germany, Tübingen - Germany, Bekescsaba - Hungary, Budapest - Hungary, Budapest - Hungary, Debrecen - Hungary, Gyor - Hungary, Gyula - Hungary, Pecs - Hungary, Szombathely - Hungary, Amsterdam - Netherlands, Leiden - Netherlands, Rotterdam - Netherlands, Bydgoszcz - Poland, Chorzow - Poland, Kielce - Poland, Lodz - Poland, Warszawa - Poland, Wroclaw - Poland, Ponce - Puerto Rico, San Juan - Puerto Rico, Santurce - Puerto Rico, Bucharest - Romania, Bucharest - Romania, Bucharest - Romania, Bucharest - Romania, Cluj-napoca - Romania, Constanta - Romania, Iasi - Romania, Timisoara - Romania, Jaloslave - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Nizhny Novgorod - Russian Federation, Samara - Russian Federation, Smolensk - Russian Federation, St Petersburg - Russian Federation, Stavropol - Russian Federation, Stockholm - Sweden, Uppsala - Sweden, London - United Kingdom, London - United Kingdom, London - United Kingdom, Newcastle Upon Tyne - United Kingdom, Plymouth - United Kingdom, Southampton - United Kingdom",2009-04,2006-10-31,2010-08-03,INTERVENTIONAL,PHASE4,Hoffmann-La Roche,INDUSTRY,hepatitis
NCT01951677,Unknown,COMPLETED,2013-07,Exposure to Hepatitis B Virus,"HBsAg, PreS HBsAg, Advax-1(TM), Advax-2(TM), Advax-3(TM), Alum",Adelaide - Australia,2017-10,2013-09-27,2019-05-07,INTERVENTIONAL,PHASE1,Vaxine Pty Ltd,INDUSTRY,hepatitis
NCT00782353,Unknown,COMPLETED,2008-10,Chronic Hepatitis C,"ANA598 200 mg bid or placebo, ANA598 400 mg bid or placebo, ANA598 800 mg bid or placebo","St. Louis - United States, New York - United States, San Antonio - United States, Santurce - Puerto Rico",2009-03,2008-10-31,2012-11-14,INTERVENTIONAL,PHASE1,Hoffmann-La Roche,INDUSTRY,hepatitis
NCT03979053,Unknown,COMPLETED,2019-06-26,Autoimmune Hepatitis,Multiparametric MRI Scan,London - United Kingdom,2019-10-31,2019-06-07,2020-01-14,OBSERVATIONAL,Not Available,Perspectum,INDUSTRY,hepatitis
NCT02591277,Unknown,COMPLETED,2015-11-30,Hepatitis C,Harvoni,"Ageo-shi - Japan, Akita-shi - Japan, Amagasaki-shi - Japan, Aomori-shi - Japan, Arao-shi - Japan, Asahi-shi - Japan, Asahikawa-shi - Japan, Asakura-shi - Japan, Bunkyo-ku - Japan, Chiba-shi - Japan, Chichibu-shi - Japan, Chuo-shi - Japan, Fujioka-shi - Japan, Fukui-shi - Japan, Fukuoka-shi - Japan, Gifu-shi - Japan, Hakodate-shi - Japan, Hamamatsu-shi - Japan, Handa-shi - Japan, Hashima-shi - Japan, Hatsukaichi-shi - Japan, Higashiibaraki-gun - Japan, Hirosaki-shi - Japan, Hiroshima-shi - Japan, Hitachi-shi - Japan, Hukui-shi - Japan, Ichikawa-shi - Japan, Iizuka-shi - Japan, Ikeda-shi - Japan, Inashiki-gun - Japan, Inzai-shi - Japan, Iruma-gun - Japan, Ise-shi - Japan, Iwaki-shi - Japan, Izumo-shi - Japan, Izunokuni-shi - Japan, Kagoshima-shi - Japan, Kamogawa-shi - Japan, Kanazawa-shi - Japan, Karatsu-shi - Japan, Kashihara-shi - Japan, Kashiwa-shi - Japan, Kasukabe-shi - Japan, Kawagoe-shi - Japan, Kawaguchi-shi - Japan, Kawasaki-shi - Japan, Kirishima-shi - Japan, Kitakyushu-shi - Japan, Kitamoto-shi - Japan, Kobe-shi - Japan, Kodaira-shi - Japan, Kofu-shi - Japan, Komae-shi - Japan, Komaki-shi - Japan, Koriyama-shi - Japan, Koshigaya-shi - Japan, Koto-ku - Japan, Kuga-gun - Japan, Kuki-shi - Japan, Kumamoto-shi - Japan, Kurashiki-shi - Japan, Kure-shi - Japan, Kurume-shi - Japan, Kyoto-shi - Japan, Maebashi-shi - Japan, Matsumoto-shi - Japan, Matsuyama-shi - Japan, Minato-ku - Japan, Miyazaki-shi - Japan, Moriguchi-shi - Japan, Morioka-shi - Japan, Nagakute-shi - Japan, Nagasaki-shi - Japan, Nagoya-shi - Japan, Nakagami-gun - Japan, Nerima-ku - Japan, Niigata-shi - Japan, Nishinomiya-shi - Japan, Noshiro-shi - Japan, Obihiro-shi - Japan, Ogi-shi - Japan, Oita-shi - Japan, Okayama-shi - Japan, Omihachiman-shi - Japan, Osaka-shi - Japan, Osakasayama-shi - Japan, Ota-ku - Japan, Otsu-shi - Japan, Oume-shi - Japan, Saga-shi - Japan, Saitama-shi - Japan, Sakai-shi - Japan, Sano-shi - Japan, Sapporo-shi - Japan, Sasebo-Shi - Japan, Sendai-shi - Japan, Shimonoseki-shi - Japan, Shimotsuga-gun - Japan, Shimotsuke-shi - Japan, Shinagawa-ku - Japan, Shinjuku-ku - Japan, Shirakawa-shi - Japan, Shizuoka-shi - Japan, Shunan-shi - Japan, Sumida-ku - Japan, Tagawa-shi - Japan, Takamatsu-shi - Japan, Takasaki-shi - Japan, Toda-shi - Japan, Tokorozawa-shi - Japan, Tokushima-shi - Japan, Tonami-shi - Japan, Toyama-shi - Japan, Toyoake-shi - Japan, Ureshino-shi - Japan, Utsunomiya-shi - Japan, Wakayama-shi - Japan, Yachiyo-shi - Japan, Yamagata-shi - Japan, Yanagawa-shi - Japan, Yatsushiro-shi - Japan, Yokkaichi-shi - Japan, Yokohama-shi - Japan, Yonago-shi - Japan, Yoshida-gun - Japan",2017-11-01,2015-10-29,2019-02-06,OBSERVATIONAL,Not Available,Gilead Sciences,INDUSTRY,hepatitis
NCT01126853,Unknown,WITHDRAWN,2010-04,Hepatitis B,Twinrix,Toronto - Canada,2011-06,2010-05-20,2020-06-01,INTERVENTIONAL,PHASE4,"Mount Sinai Hospital, Canada",OTHER,hepatitis
NCT00023153,Unknown,COMPLETED,2001-08,"HIV Infections, Chronic Hepatitis B",Adefovir Dipivoxil,Bethesda - United States,Unknown Date,2001-08-27,2008-03-04,INTERVENTIONAL,PHASE3,National Institute of Allergy and Infectious Diseases (NIAID),NIH,hepatitis
NCT05467553,Unknown,NOT_YET_RECRUITING,2023-02-24,Hepatitis D,"Ursodeoxycholic acid, Ropeginterferon alfa-2b, Tenofovir Alafenamide","Taipei - Taiwan, Taipei - Taiwan",2025-02-28,2022-07-20,2022-12-29,INTERVENTIONAL,PHASE2,National Taiwan University Hospital,OTHER,hepatitis
NCT02219477,TURQUOISE-CPB,COMPLETED,2014-11-24,"Chronic Hepatitis C, Decompensated Cirrhosis, Hepatitis C Virus","ombitasvir/paritaprevir/ritonavir, dasabuvir, ribavirin",No locations listed,2016-06-13,2014-08-19,2017-07-11,INTERVENTIONAL,PHASE3,AbbVie,INDUSTRY,hepatitis
NCT02101177,eNTC,WITHDRAWN,2014-04,Chronic Hepatitis C,No interventions listed,"Cairo - Egypt, Cairo - Egypt",2015-06,2014-04-02,2014-07-23,OBSERVATIONAL,Not Available,"ANRS, Emerging Infectious Diseases",OTHER_GOV,hepatitis
NCT00841477,Unknown,COMPLETED,2004-01,"Hepatitis B Infection, Hepatitis C Infection, HIV Infection","hepatitis B vaccine 3 dose schedule (0,1,2 month), HBV Vaccination Self-Efficacy Intervention",Houston - United States,2007-06,2009-02-11,2017-01-11,INTERVENTIONAL,PHASE3,National Institute on Drug Abuse (NIDA),NIH,hepatitis
NCT02482077,Unknown,COMPLETED,2015-01,Chronic Hepatitis C Infection,"SOF+RBV, SOF+DCV, LDV/SOF","Beijing - China, Hong Kong - China",2017-12-31,2015-06-25,2018-03-19,INTERVENTIONAL,PHASE4,Humanity and Health Research Centre,OTHER,hepatitis
NCT00880477,Unknown,COMPLETED,2001-01,Hepatitis B,"DTPa-HBV-IPV/Hib vaccine, DTPa-IPV/Hib vaccine, EngerixTM-B",No locations listed,2002-11,2009-04-13,2016-09-07,INTERVENTIONAL,PHASE3,GlaxoSmithKline,INDUSTRY,hepatitis
NCT04518553,Unknown,UNKNOWN,2021-03-23,Chronic Hepatitis b,"active comarator using antiviral drug of nucleoside analogues, HA+purification",No locations listed,2023-09-01,2020-08-19,2021-03-17,INTERVENTIONAL,NA,Shanghai Pudong Hospital,OTHER,hepatitis
NCT00219453,Unknown,COMPLETED,2004-10,"Virus Diseases, Hepatitis B",Jet Injector with Protector Cap (HSI-500),No locations listed,Unknown Date,2005-09-22,2007-04-19,INTERVENTIONAL,PHASE1,PATH,OTHER,hepatitis
NCT06131177,Unknown,NOT_YET_RECRUITING,2025-01-01,Alcoholic Hepatitis,Nutritional supplement,No locations listed,2025-12-31,2023-11-14,2024-05-29,INTERVENTIONAL,NA,"Western University, Canada",OTHER,hepatitis
NCT03410953,Unknown,COMPLETED,2018-04-13,"Hepatitis B, Hepatitis, Hepatitis, Viral, Human, Hepatitis B Immunization","Fendrix suspension for injection Hepatitis B (rDNA) vaccine (adjuvanted, adsorbed).","Majadahonda - Spain, León - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Palencia - Spain, Salamanca - Spain, Valladolid - Spain, Zamora - Spain",2019-10-31,2018-01-25,2021-07-08,INTERVENTIONAL,PHASE4,Fundación Instituto de Estudios de Ciencias de la Salud de Castilla y León,OTHER,hepatitis
NCT01684787,CONTRA,COMPLETED,2006-09,Chronic Hepatitis C,"Peginterferon alfa-2a + ribavirin in normal ALT, Peginterferon alfa-2a + ribavirin in elevated ALT","Vitoria - Spain, Hospitalet - Spain, Hospitalet - Spain, Mataró - Spain, Terrassa - Spain, San Sebastián - Spain, Vigo - Spain, Baracaldo - Spain, Barcelona - Spain, Barcelona - Spain, Barcelona - Spain, Huesca - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Tarragona - Spain, Zaragoza - Spain",2011-05,2012-09-13,2012-09-13,INTERVENTIONAL,PHASE4,Miguel Santin,OTHER,hepatitis
NCT06457477,Unknown,RECRUITING,2024-06-15,Chronic Hepatitis B,"Sintilimab, NAs, Peg-IFNα-2b",Beijing - China,2025-12-15,2024-06-13,2024-06-20,INTERVENTIONAL,NA,Beijing 302 Hospital,OTHER,hepatitis
NCT06381453,BELief,RECRUITING,2024-12-11,Autoimmune Hepatitis,Belimumab Auto-Injector [Benlysta],Toronto - Canada,2028-04-30,2024-04-24,2025-02-14,INTERVENTIONAL,PHASE2,"University Health Network, Toronto",OTHER,hepatitis
NCT03293953,FULLFIBRO01,UNKNOWN,2017-05-01,Liver Fibrosis,No interventions listed,Genova - Italy,2018-11-01,2017-09-26,2017-09-26,OBSERVATIONAL,Not Available,Ente Ospedaliero Ospedali Galliera,OTHER,hepatitis
NCT03434353,Unknown,TERMINATED,2018-02-28,Chronic Hepatitis B,"Inarigivir Soproxil, TAF","Hong Kong - Hong Kong, Hong Kong - Hong Kong, Hong Kong - Hong Kong, Ansan - Korea, Republic of, Daegu - Korea, Republic of, Daegu - Korea, Republic of, Ilsan - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of",2020-01-20,2018-02-15,2022-04-04,INTERVENTIONAL,PHASE2,Gilead Sciences,INDUSTRY,hepatitis
NCT00561353,Unknown,COMPLETED,2008-01,"Hepatitis C, Chronic","TMC435, Placebo, Peginterferon (PegIFNα-2a), Ribavirin","Brugge - Belgium, Brussels - Belgium, Bruxelles - Belgium, Edegem - Belgium, Gent - Belgium, Clichy - France, Lyon - France, Marseille - France, Paris Cedex 10 - France, Paris - France, Pessac - France, Vandoeuvre Les Nancy - France, Berlin - Germany, Düsseldorf - Germany, Freiburg - Germany, Hamburg - Germany, Hannover - Germany, Kiel - Germany, Munchen - Germany, Amsterdam Zuidoost - Netherlands, Bialystok - Poland, Kielce - Poland, Lodz - Poland, Warszawa - Poland, London - United Kingdom, Plymouth - United Kingdom",2008-12,2007-11-20,2014-05-20,INTERVENTIONAL,PHASE2,"Tibotec Pharmaceuticals, Ireland",INDUSTRY,hepatitis
NCT02901951,Unknown,COMPLETED,2016-10-11,Hepatitis B Vaccine,Engerix-B,"Ghent - Belgium, Wilrijk - Belgium, Québec City - Canada, Sherbrooke - Canada",2017-05-01,2016-09-15,2020-01-02,INTERVENTIONAL,PHASE4,GlaxoSmithKline,INDUSTRY,hepatitis
NCT00051077,Unknown,WITHDRAWN,Unknown Date,"HIV Infections, Hepatitis B, Hepatitis C","Adefovir dipivoxil, Peginterferon-alfa-2A, Ribavirin, Liver Biopsy",No locations listed,Unknown Date,2003-01-06,2021-11-01,INTERVENTIONAL,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,hepatitis
NCT00724451,Unknown,COMPLETED,2008-07,"Hepatitis C, Hepatitis C, Chronic","Peginterferon alfa-2b, Ribavirin, Peginterferon alfa-2a",No locations listed,2011-10,2008-07-29,2015-09-25,OBSERVATIONAL,Not Available,Merck Sharp & Dohme LLC,INDUSTRY,hepatitis
NCT00255177,Unknown,COMPLETED,2005-11,Hepatitis C Virus Infection,"VGX-410 (Mifepristone), Placebo","Farmington - United States, Orlando - United States, Saint Louis - United States, Philadelphia - United States",2007-09,2005-11-17,2009-11-03,INTERVENTIONAL,PHASE2,"VGX Pharmaceuticals, LLC",INDUSTRY,hepatitis
NCT02138253,POLT-HCV-SVR,COMPLETED,2014-05,"Liver Fibrosis, Hepatic Fibrosis, Liver Cirrhosis, Hepatic Cirrhosis","IDN-6556, Placebo","Coronado - United States, La Jolla - United States, Loma Linda - United States, Los Angeles - United States, Washington - United States, Washington - United States, Gainesville - United States, Miami - United States, Atlanta - United States, Chicago - United States, Chicago - United States, Indianapolis - United States, Kansas City - United States, Louisville - United States, New Orleans - United States, New Orleans - United States, Baltimore - United States, Boston - United States, Detroit - United States, Saint Louis - United States, Newark - United States, New York - United States, Cincinnati - United States, Philadelphia - United States, Philadelphia - United States, Philadelphia - United States, Fort Worth - United States, Houston - United States, Houston - United States, Houston - United States, Salt Lake City - United States, Newport News - United States, Richmond - United States, Richmond - United States, Seattle - United States",2018-02-15,2014-05-14,2019-12-11,INTERVENTIONAL,PHASE2,Conatus Pharmaceuticals Inc.,INDUSTRY,hepatitis
NCT00665353,Unknown,COMPLETED,2009-03,HIV-1 and Hepatitis C Co-Infection,"pioglitazone, peginterferon, ribavirin","San Francisco - United States, Chicago - United States, Newark - United States, New York - United States, New York - United States, Rochester - United States, Cleveland - United States, Richmond - United States",2011-05,2008-04-23,2018-10-12,INTERVENTIONAL,PHASE2,Advancing Clinical Therapeutics Globally for HIV/AIDS and Other Infections,NETWORK,hepatitis
NCT03123653,Unknown,UNKNOWN,2017-03-17,Hepatitis B,Peg IFN 2b,New Delhi - India,2019-09-17,2017-04-21,2020-02-05,INTERVENTIONAL,NA,"Institute of Liver and Biliary Sciences, India",OTHER,hepatitis
NCT04540653,Unknown,UNKNOWN,2017-07-29,"Vaccine Response Impaired, Hepatitis B, Aging","Standard vaccination schedule, Reinforced vaccination schedule",Goiânia - Brazil,2020-07-03,2020-09-07,2020-09-09,INTERVENTIONAL,PHASE4,Universidade Federal de Goias,OTHER,hepatitis
NCT04071353,Unknown,UNKNOWN,2019-08-01,Chronic Hepatitis C,"Interferon, ribavirin, DAAs",Beijing - China,2020-08-01,2019-08-28,2019-08-28,OBSERVATIONAL,Not Available,Beijing Ditan Hospital,OTHER,hepatitis
NCT05951751,TRI-MOM,RECRUITING,2024-03-18,"Hiv, Syphilis, HBV",TRI-MOM intervention,"Bobo-Dioulasso - Burkina Faso, Fajara - Gambia",2025-05,2023-07-19,2024-06-20,INTERVENTIONAL,NA,Institut de Recherche pour le Developpement,OTHER_GOV,hepatitis
NCT01405677,Unknown,COMPLETED,2004-06,Hepatitis A,"Epaxal 0.25 mL, Epaxal 0.5 mL, Havrix Junior 0.5 mL","Antwerp - Belgium, Antwerp - Belgium",2012-04,2011-07-29,2014-07-29,INTERVENTIONAL,PHASE2,Crucell Holland BV,INDUSTRY,hepatitis
NCT00727077,Unknown,TERMINATED,2006-06,"Hepatitis C, Chronic, Hepatitis C","IntronA (interferon alfa-2b; SCH 30500), Rebetol (ribavirin; SCH 18908)",No locations listed,2007-06,2008-08-01,2015-04-08,OBSERVATIONAL,Not Available,Merck Sharp & Dohme LLC,INDUSTRY,hepatitis
NCT00593151,PLUS,COMPLETED,2008-01,Hepatitis C,"Locteron (controlled-release interferon alpha 2b), pegylated IFNa2b","Detroit - United States, Dallas - United States, San Antonio - United States, Annandale - United States, Richmond - United States",2008-12,2008-01-14,2012-02-03,INTERVENTIONAL,PHASE2,"Biolex Therapeutics, Inc.",INDUSTRY,hepatitis
NCT06564051,Unknown,ENROLLING_BY_INVITATION,2017-11-14,"Chronic Viral Hepatitis C, Monoclonal B-Cell Lymphocytosis",Non-Interventional Study,Rochester - United States,2027-11-30,2024-08-21,2025-02-18,OBSERVATIONAL,Not Available,Mayo Clinic,OTHER,hepatitis
NCT06544551,Unknown,COMPLETED,2021-12-28,Chronic Hepatitis B Virus Infection,"Peginterferon Alfacon-2, Peginterferon Alfacon-2 placebo","Beijing - China, Beijing - China, Beijing - China, Changchun - China, Changsha - China, Changsha - China, Chengdu - China, Chizhou - China, Chongqing - China, Chongqing - China, Fuzhou - China, Fuzhou - China, Guangzhou - China, Harbin - China, Heze - China, Jinan - China, Langfang - China, Nanchang - China, Nanjing - China, Pingxiang - China, Qingdao - China, Qingyuan - China, Shenyang - China, Shijiazhuang - China, Shijiazhuang - China, Tianjin - China, Tianjin - China, Wuhan - China, Wuhan - China, Xi'an - China, Xingxiang - China, Yanbian - China, Zhengzhou - China, Zhengzhou - China",2023-11-30,2024-08-09,2024-08-09,INTERVENTIONAL,PHASE3,"Beijing Kawin Technology Share-Holding Co., Ltd.",INDUSTRY,hepatitis
